pathogen	drug_group	state_id	proportion_nonsusceptible
E. coli	quinolone	stateTMR	0.152728
E. coli	quinolone	stateTOE	0.116508
E. coli	quinolone	stateUEQ	0.2
E. coli	quinolone	stateUMX	0.228813
E. coli	quinolone	stateVIE	0.177898
E. coli	quinolone	stateVUS	0.11
E. coli	quinolone	stateWFM	0.17
E. coli	quinolone	stateWPV	0.463074
E. coli	quinolone	stateXYX	0.163291
E. coli	quinolone	stateYJD	0.2
E. coli	quinolone	stateYUW	0.226878
E. coli	quinolone	stateYVE	0.184594
E. coli	quinolone	stateZWS	0.507577
E. coli	tmpsmx	stateBFU	0.170207
E. coli	tmpsmx	stateCCZ	0.257083
E. coli	tmpsmx	stateCUX	0.238101
E. coli	tmpsmx	stateCWD	0.211331
E. coli	tmpsmx	stateCYL	0.306544
E. coli	tmpsmx	stateELN	0.232972
E. coli	tmpsmx	stateEPB	0.354005
E. coli	tmpsmx	stateERZ	0.219318
E. coli	tmpsmx	stateEVG	0.248969
E. coli	tmpsmx	stateGKW	0.21706
E. coli	tmpsmx	stateHMP	0.34
E. coli	tmpsmx	stateHQX	0.260826
E. coli	tmpsmx	stateIJE	0.285107
E. coli	tmpsmx	stateIWK	0.350091
E. coli	tmpsmx	stateJBF	0.223415
E. coli	tmpsmx	stateKFE	0.205125
E. coli	tmpsmx	stateLJC	0.17641
E. coli	tmpsmx	stateLMH	0.218281
E. coli	tmpsmx	stateLWR	0.26
E. coli	tmpsmx	stateMMO	0.308566
E. coli	tmpsmx	stateNWF	0.24664
E. coli	tmpsmx	stateOUP	0.201766
E. coli	tmpsmx	statePIO	0.167183
E. coli	tmpsmx	statePJJ	0.267029
E. coli	tmpsmx	stateQES	0.11
E. coli	tmpsmx	stateRHV	0.341556
E. coli	tmpsmx	stateSHP	0.230971
E. coli	tmpsmx	stateSLZ	0.355857
E. coli	tmpsmx	stateSNB	0.217023
E. coli	tmpsmx	stateSTP	0.209505
E. coli	tmpsmx	stateTGK	0.172502
E. coli	tmpsmx	stateTMR	0.208223
E. coli	tmpsmx	stateTOE	0.177287
E. coli	tmpsmx	stateUEQ	0.24
E. coli	tmpsmx	stateUMX	0.288962
E. coli	tmpsmx	stateVIE	0.188316
E. coli	tmpsmx	stateVUS	0.118685
E. coli	tmpsmx	stateWFM	0.23
E. coli	tmpsmx	stateWPV	0.388202
E. coli	tmpsmx	stateXYX	0.236014
E. coli	tmpsmx	stateYJD	0.25
E. coli	tmpsmx	stateYUW	0.24456
E. coli	tmpsmx	stateYVE	0.210059
E. coli	tmpsmx	stateZWS	0.369136
E. faecalis	beta_lactam	stateBFU	0.013256
E. faecalis	beta_lactam	stateCCZ	0.014908
E. faecalis	beta_lactam	stateCUX	0
E. faecalis	beta_lactam	stateCWD	0.01
E. faecalis	beta_lactam	stateCYL	0.361059
E. faecalis	beta_lactam	stateELN	0.01
E. faecalis	beta_lactam	stateEPB	0.013632
E. faecalis	beta_lactam	stateERZ	0
E. faecalis	beta_lactam	stateEVG	0.058186
E. faecalis	beta_lactam	stateGKW	0.016224
E. faecalis	beta_lactam	stateHQX	0.036995
E. faecalis	beta_lactam	stateIJE	0.01687
E. faecalis	beta_lactam	stateIWK	0.010494
E. faecalis	beta_lactam	stateJBF	0.014438
E. faecalis	beta_lactam	stateKFE	0.002134
E. faecalis	beta_lactam	stateLJC	0.013997
E. faecalis	beta_lactam	stateLMH	0.003255
E. faecalis	beta_lactam	stateLWR	0.01
E. faecalis	beta_lactam	stateMMO	0.018373
E. faecalis	beta_lactam	stateOUP	0.010749
E. faecalis	beta_lactam	statePIO	0.006341
E. faecalis	beta_lactam	stateRHV	0.018451
E. faecalis	beta_lactam	stateSHP	0.006381
E. faecalis	beta_lactam	stateSLZ	0.001653
E. faecalis	beta_lactam	stateSNB	0.008496
E. faecalis	beta_lactam	stateSTP	0.017834
E. faecalis	beta_lactam	stateTGK	0.095581
E. faecalis	beta_lactam	stateTMR	0.014922
E. faecalis	beta_lactam	stateTOE	0.006425
E. faecalis	beta_lactam	stateUEQ	0
E. faecalis	beta_lactam	stateUMX	0.007671
E. faecalis	beta_lactam	stateVIE	0.002663
E. faecalis	beta_lactam	stateVUS	0
E. faecalis	beta_lactam	stateWPV	0.013648
E. faecalis	beta_lactam	stateXYX	0.006883
E. faecalis	beta_lactam	stateYJD	0.01
E. faecalis	beta_lactam	stateYUW	0.007889
E. faecalis	beta_lactam	stateYVE	0.02046
E. faecalis	beta_lactam	stateZWS	0.021799
E. faecalis	nitrofurantoin	stateBFU	0.040278
E. faecalis	nitrofurantoin	stateCCZ	0.007521
E. faecalis	nitrofurantoin	stateCUX	0
E. faecalis	nitrofurantoin	stateCWD	0.01
E. faecalis	nitrofurantoin	stateCYL	0.10206899999999999
E. faecalis	nitrofurantoin	stateELN	0.007211
E. faecalis	nitrofurantoin	stateEPB	0.00838
E. faecalis	nitrofurantoin	stateERZ	0.005526
E. faecalis	nitrofurantoin	stateGKW	0.003548
E. faecalis	nitrofurantoin	stateHQX	0.006968
E. faecalis	nitrofurantoin	stateIJE	0
E. faecalis	nitrofurantoin	stateIWK	0.040188
E. faecalis	nitrofurantoin	stateJBF	0.016571
E. faecalis	nitrofurantoin	stateKFE	0.009272
E. faecalis	nitrofurantoin	stateLJC	0.016656
E. faecalis	nitrofurantoin	stateLMH	0.011704
E. faecalis	nitrofurantoin	stateLWR	0.00526
E. faecalis	nitrofurantoin	stateMMO	0.021432
E. faecalis	nitrofurantoin	stateOUP	0.015133
E. faecalis	nitrofurantoin	statePIO	0
E. faecalis	nitrofurantoin	stateSHP	0.010512
E. faecalis	nitrofurantoin	stateSLZ	0.003393
E. faecalis	nitrofurantoin	stateSNB	0.008875
E. faecalis	nitrofurantoin	stateSTP	0.004332
E. faecalis	nitrofurantoin	stateTGK	0
E. faecalis	nitrofurantoin	stateTMR	0.002563
E. faecalis	nitrofurantoin	stateTOE	0.00813
E. faecalis	nitrofurantoin	stateUMX	0.015725
E. faecalis	nitrofurantoin	stateVIE	0.002945
E. faecalis	nitrofurantoin	stateVUS	0.01
E. faecalis	nitrofurantoin	stateWPV	0.019159
E. faecalis	nitrofurantoin	stateXYX	0.002325
E. faecalis	nitrofurantoin	stateYJD	0.01
E. faecalis	nitrofurantoin	stateYUW	0.009139
E. faecalis	nitrofurantoin	stateYVE	0.003622
E. faecalis	nitrofurantoin	stateZWS	0.018588
E. faecalis	quinolone	stateBFU	0.286798
E. faecalis	quinolone	stateCCZ	0.351195
E. faecalis	quinolone	stateCUX	0.342111
E. faecalis	quinolone	stateCWD	0.292868
E. faecalis	quinolone	stateCYL	0.392598
E. faecalis	quinolone	stateELN	0.194508
E. faecalis	quinolone	stateEPB	0.275279
E. faecalis	quinolone	stateERZ	0.281792
E. faecalis	quinolone	stateGKW	0.233298
E. faecalis	quinolone	stateHQX	0.12
E. faecalis	quinolone	stateIJE	0.282252
E. faecalis	quinolone	stateIWK	0.268671
E. faecalis	quinolone	stateJBF	0.254551
E. faecalis	quinolone	stateKFE	0.225849
E. faecalis	quinolone	stateLJC	0.271117
E. faecalis	quinolone	stateLWR	0.32289
E. faecalis	quinolone	stateMMO	0.372958
E. faecalis	quinolone	stateOUP	0.239465
E. faecalis	quinolone	statePIO	0.229974
E. faecalis	quinolone	stateRHV	0.28
E. faecalis	quinolone	stateSHP	0.189035
E. faecalis	quinolone	stateSLZ	0.25394
E. faecalis	quinolone	stateSTP	0.466684
E. faecalis	quinolone	stateTGK	0.186977
E. faecalis	quinolone	stateTMR	0.294252
E. faecalis	quinolone	stateTOE	0.347621
E. faecalis	quinolone	stateUMX	0.292129
E. faecalis	quinolone	stateVIE	0.199607
E. faecalis	quinolone	stateVUS	0.21
E. faecalis	quinolone	stateWFM	0.16
E. faecalis	quinolone	stateWPV	0.571835
E. faecalis	quinolone	stateXYX	0.25304
E. faecalis	quinolone	stateYUW	0.320901
E. faecalis	quinolone	stateYVE	0.325914
E. faecalis	quinolone	stateZWS	0.608823
E. faecium	beta_lactam	stateBFU	0.792156
E. faecium	beta_lactam	stateCCZ	0.875783
E. faecium	beta_lactam	stateCUX	0.815377
E. faecium	beta_lactam	stateCWD	0.822064
E. faecium	beta_lactam	stateCYL	0.936918
E. faecium	beta_lactam	stateELN	0.785207
E. faecium	beta_lactam	stateEPB	0.704516
E. faecium	beta_lactam	stateERZ	0.718322
E. faecium	beta_lactam	stateEVG	0.857037
E. faecium	beta_lactam	stateGKW	0.776925
E. faecium	beta_lactam	stateHQX	0.63
E. faecium	beta_lactam	stateIJE	0.831225
E. faecium	beta_lactam	stateIWK	0.920909
E. faecium	beta_lactam	stateJBF	0.65223
E. faecium	beta_lactam	stateKFE	0.737026
E. faecium	beta_lactam	stateLJC	0.819853
E. faecium	beta_lactam	stateLMH	0.611409
E. faecium	beta_lactam	stateLWR	0.802592
E. faecium	beta_lactam	stateMMO	0.844122
E. faecium	beta_lactam	stateOUP	0.828301
E. faecium	beta_lactam	statePIO	0.875427
E. faecium	beta_lactam	stateRHV	0.785259
E. faecium	beta_lactam	stateSHP	0.863106
E. faecium	beta_lactam	stateSLZ	0.85822
E. faecium	beta_lactam	stateSNB	0.863695
E. faecium	beta_lactam	stateSTP	0.936161
E. faecium	beta_lactam	stateTMR	0.825312
E. faecium	beta_lactam	stateTOE	0.568043
E. faecium	beta_lactam	stateUEQ	0.88
E. faecium	beta_lactam	stateUMX	0.835169
E. faecium	beta_lactam	stateVIE	0.712963
E. faecium	beta_lactam	stateVUS	0.64
E. faecium	beta_lactam	stateWPV	0.861882
E. faecium	beta_lactam	stateXYX	0.910359
E. faecium	beta_lactam	stateYJD	0.87
E. faecium	beta_lactam	stateYUW	0.790905
E. faecium	beta_lactam	stateYVE	0.870273
E. faecium	beta_lactam	stateZWS	0.862332
K. oxytoca	beta_lactam	stateCCZ	0.355693
K. oxytoca	beta_lactam	stateCUX	0.073333
K. oxytoca	beta_lactam	stateCWD	0.496667
K. oxytoca	beta_lactam	stateCYL	0.366968
K. oxytoca	beta_lactam	stateELN	0.01875
K. oxytoca	beta_lactam	stateEPB	0.371436
K. oxytoca	beta_lactam	stateEVG	0.218666
K. oxytoca	beta_lactam	stateGKW	0.204397
K. oxytoca	beta_lactam	stateHQX	0.283485
K. oxytoca	beta_lactam	stateIJE	0.480762
K. oxytoca	beta_lactam	stateIWK	0.282547
K. oxytoca	beta_lactam	stateJBF	0.427922
K. oxytoca	beta_lactam	stateKFE	0.393647
K. oxytoca	beta_lactam	stateLJC	0.325
K. oxytoca	beta_lactam	stateLMH	0.13
K. oxytoca	beta_lactam	stateLWR	0.324635
K. oxytoca	beta_lactam	stateMMO	0.172486
K. oxytoca	beta_lactam	stateNWF	0.12022
K. oxytoca	beta_lactam	stateOUP	0.239747
K. oxytoca	beta_lactam	statePIO	0.344983
K. oxytoca	beta_lactam	statePJJ	0.087647
K. oxytoca	beta_lactam	stateSHP	0.253713
K. oxytoca	beta_lactam	stateSLZ	0.48
K. oxytoca	beta_lactam	stateSNB	0.43911
K. oxytoca	beta_lactam	stateSTP	0.245044
K. oxytoca	beta_lactam	stateTMR	0.320828
K. oxytoca	beta_lactam	stateTOE	0.111267
K. oxytoca	beta_lactam	stateUEQ	0.145
K. oxytoca	beta_lactam	stateUMX	0.368094
K. oxytoca	beta_lactam	stateVIE	0.272297
K. oxytoca	beta_lactam	stateVUS	0.624136
K. oxytoca	beta_lactam	stateWFM	0.265
K. oxytoca	beta_lactam	stateWPV	0.432276
K. oxytoca	beta_lactam	stateXYX	0.243966
K. oxytoca	beta_lactam	stateYJD	0.443333
K. oxytoca	beta_lactam	stateYUW	0.16919
K. oxytoca	beta_lactam	stateYVE	0.24984
K. oxytoca	beta_lactam	stateZWS	0.412261
K. oxytoca	cephalosporin	stateCCZ	0.178422
K. oxytoca	cephalosporin	stateCUX	0.267937
K. oxytoca	cephalosporin	stateCWD	0.1725
K. oxytoca	cephalosporin	stateCYL	0.102866
K. oxytoca	cephalosporin	stateELN	0.004688
K. oxytoca	cephalosporin	stateEPB	0.321751
K. oxytoca	cephalosporin	stateEVG	0.091182
K. oxytoca	cephalosporin	stateGKW	0.078015
K. oxytoca	cephalosporin	stateHQX	0.1
K. oxytoca	cephalosporin	stateIJE	0.201914
K. oxytoca	cephalosporin	stateIWK	0.103621
K. oxytoca	cephalosporin	stateJBF	0.132304
K. oxytoca	cephalosporin	stateKFE	0.142569
K. oxytoca	cephalosporin	stateLJC	0.18625
K. oxytoca	cephalosporin	stateLMH	0.03
K. oxytoca	cephalosporin	stateLWR	0.07269
K. oxytoca	cephalosporin	stateMMO	0.086257
K. oxytoca	cephalosporin	stateNWF	0.089748
K. oxytoca	cephalosporin	stateOUP	0.126167
K. oxytoca	cephalosporin	statePIO	0.142517
K. oxytoca	cephalosporin	statePJJ	0.147401
K. oxytoca	cephalosporin	stateSHP	0.222222
K. oxytoca	cephalosporin	stateSLZ	0.02
K. oxytoca	cephalosporin	stateSNB	0.129235
K. oxytoca	cephalosporin	stateSTP	0.204844
K. oxytoca	cephalosporin	stateTMR	0.099297
K. oxytoca	cephalosporin	stateTOE	0.117385
K. oxytoca	cephalosporin	stateUEQ	0.163333
K. oxytoca	cephalosporin	stateUMX	0.151199
K. oxytoca	cephalosporin	stateVIE	0.118266
K. oxytoca	cephalosporin	stateVUS	0.013086
K. oxytoca	cephalosporin	stateWFM	0.216667
K. oxytoca	cephalosporin	stateWPV	0.157832
K. oxytoca	cephalosporin	stateXYX	0.09546
K. oxytoca	cephalosporin	stateYJD	0.086667
K. oxytoca	cephalosporin	stateYUW	0.128771
K. oxytoca	cephalosporin	stateYVE	0.127529
K. oxytoca	cephalosporin	stateZWS	0.177154
K. oxytoca	nitrofurantoin	stateCCZ	0.239084
K. oxytoca	nitrofurantoin	stateCUX	0.063429
K. oxytoca	nitrofurantoin	stateCYL	0.106557
K. oxytoca	nitrofurantoin	stateELN	0.03
K. oxytoca	nitrofurantoin	stateEPB	0.232331
K. oxytoca	nitrofurantoin	stateEVG	0.250476
K. oxytoca	nitrofurantoin	stateGKW	0.177708
K. oxytoca	nitrofurantoin	stateHQX	0.203636
K. oxytoca	nitrofurantoin	stateIJE	0.115164
K. oxytoca	nitrofurantoin	stateIWK	0.304385
K. oxytoca	nitrofurantoin	stateJBF	0.372513
K. oxytoca	nitrofurantoin	stateKFE	0.114134
K. oxytoca	nitrofurantoin	stateLMH	0.19
K. oxytoca	nitrofurantoin	stateLWR	0.094034
K. oxytoca	nitrofurantoin	stateMMO	0.27563
K. oxytoca	nitrofurantoin	stateNWF	0.220225
K. oxytoca	nitrofurantoin	stateOUP	0.204247
K. oxytoca	nitrofurantoin	statePIO	0.170925
K. oxytoca	nitrofurantoin	statePJJ	0.202787
K. oxytoca	nitrofurantoin	stateSHP	0.290718
K. oxytoca	nitrofurantoin	stateSLZ	0
K. oxytoca	nitrofurantoin	stateSNB	0.329851
K. oxytoca	nitrofurantoin	stateSTP	0.23673
K. oxytoca	nitrofurantoin	stateTMR	0.254982
K. oxytoca	nitrofurantoin	stateTOE	0.122078
K. oxytoca	nitrofurantoin	stateUMX	0.224286
K. oxytoca	nitrofurantoin	stateVIE	0.180981
K. oxytoca	nitrofurantoin	stateVUS	0.209383
K. oxytoca	nitrofurantoin	stateWFM	0.18
K. oxytoca	nitrofurantoin	stateWPV	0.369556
K. oxytoca	nitrofurantoin	stateXYX	0.212166
K. oxytoca	nitrofurantoin	stateYJD	0.16
K. oxytoca	nitrofurantoin	stateYUW	0.058905
K. oxytoca	nitrofurantoin	stateYVE	0.213926
K. oxytoca	nitrofurantoin	stateZWS	0.200794
K. oxytoca	quinolone	stateCCZ	0.025336
K. oxytoca	quinolone	stateCUX	0.016381
K. oxytoca	quinolone	stateCWD	0.03
K. oxytoca	quinolone	stateCYL	0.023396
K. oxytoca	quinolone	stateELN	0.01875
K. oxytoca	quinolone	stateEPB	0.065391
K. oxytoca	quinolone	stateEVG	0.028412
K. oxytoca	quinolone	stateGKW	0.013652
K. oxytoca	quinolone	stateHQX	0.014545
K. oxytoca	quinolone	stateIJE	0.09025
K. oxytoca	quinolone	stateIWK	0.004507
K. oxytoca	quinolone	stateJBF	0.021026
K. oxytoca	quinolone	stateKFE	0.025711
K. oxytoca	quinolone	stateLJC	0
K. oxytoca	quinolone	stateLMH	0.03
K. oxytoca	quinolone	stateLWR	0.047597
K. oxytoca	quinolone	stateMMO	0.00291
K. oxytoca	quinolone	stateNWF	0.015377
K. oxytoca	quinolone	stateOUP	0.049102
K. oxytoca	quinolone	statePIO	0.007347
K. oxytoca	quinolone	statePJJ	0.047914
K. oxytoca	quinolone	stateSHP	0.06633
K. oxytoca	quinolone	stateSLZ	0
K. oxytoca	quinolone	stateSNB	0.020211
K. oxytoca	quinolone	stateSTP	0.013263
K. oxytoca	quinolone	stateTMR	0.014058
K. oxytoca	quinolone	stateTOE	0.010693
K. oxytoca	quinolone	stateUEQ	0.01
K. oxytoca	quinolone	stateUMX	0.026657
K. oxytoca	quinolone	stateVIE	0.017122
K. oxytoca	quinolone	stateVUS	0
K. oxytoca	quinolone	stateWFM	0.08
K. oxytoca	quinolone	stateWPV	0.047154
K. oxytoca	quinolone	stateXYX	0.023168
K. oxytoca	quinolone	stateYJD	0
K. oxytoca	quinolone	stateYUW	0.066714
K. oxytoca	quinolone	stateYVE	0.0161
K. oxytoca	quinolone	stateZWS	0.049781
K. oxytoca	tmpsmx	stateCCZ	0.067146
K. oxytoca	tmpsmx	stateCUX	0.056381
K. oxytoca	tmpsmx	stateCWD	0.04
K. oxytoca	tmpsmx	stateCYL	0.038505
K. oxytoca	tmpsmx	stateELN	0.032812
K. oxytoca	tmpsmx	stateEPB	0.12601
K. oxytoca	tmpsmx	stateEVG	0.097973
K. oxytoca	tmpsmx	stateGKW	0.030924
K. oxytoca	tmpsmx	stateHQX	0.04
K. oxytoca	tmpsmx	stateIJE	0.074444
K. oxytoca	tmpsmx	stateIWK	0.043662
K. oxytoca	tmpsmx	stateJBF	0.042325
K. oxytoca	tmpsmx	stateKFE	0.086585
K. oxytoca	tmpsmx	stateLJC	0.065
K. oxytoca	tmpsmx	stateLMH	0.07
K. oxytoca	tmpsmx	stateLWR	0.060773
K. oxytoca	tmpsmx	stateMMO	0.085714
K. oxytoca	tmpsmx	stateNWF	0.043019
K. oxytoca	tmpsmx	stateOUP	0.071852
K. oxytoca	tmpsmx	statePIO	0.040272
K. oxytoca	tmpsmx	statePJJ	0.054011
K. oxytoca	tmpsmx	stateSHP	0.084714
K. oxytoca	tmpsmx	stateSLZ	0.08
K. oxytoca	tmpsmx	stateSNB	0.057564
K. oxytoca	tmpsmx	stateSTP	0.052366
K. oxytoca	tmpsmx	stateTMR	0.048297
K. oxytoca	tmpsmx	stateTOE	0.079003
K. oxytoca	tmpsmx	stateUEQ	0.01
K. oxytoca	tmpsmx	stateUMX	0.080717
K. oxytoca	tmpsmx	stateVIE	0.030397
K. oxytoca	tmpsmx	stateVUS	0.00716
K. oxytoca	tmpsmx	stateWFM	0.12
K. oxytoca	tmpsmx	stateWPV	0.04374
K. oxytoca	tmpsmx	stateXYX	0.066527
K. oxytoca	tmpsmx	stateYJD	0.08
K. oxytoca	tmpsmx	stateYUW	0.045476
K. oxytoca	tmpsmx	stateYVE	0.047129
K. oxytoca	tmpsmx	stateZWS	0.070994
K. pneumoniae	beta_lactam	stateBFU	0.229866
K. pneumoniae	beta_lactam	stateCCZ	0.307222
K. pneumoniae	beta_lactam	stateCUX	0.102915
K. pneumoniae	beta_lactam	stateCWD	0.195099
K. pneumoniae	beta_lactam	stateCYL	0.353966
K. pneumoniae	beta_lactam	stateELN	0.07236
K. pneumoniae	beta_lactam	stateEPB	0.241686
K. pneumoniae	beta_lactam	stateERZ	0.268
K. pneumoniae	beta_lactam	stateEVG	0.095888
K. pneumoniae	beta_lactam	stateGKW	0.102603
K. pneumoniae	beta_lactam	stateHMP	0.463333
K. pneumoniae	beta_lactam	stateHQX	0.182981
K. pneumoniae	beta_lactam	stateIJE	0.389289
K. pneumoniae	beta_lactam	stateIWK	0.225542
K. pneumoniae	beta_lactam	stateJBF	0.171157
K. pneumoniae	beta_lactam	stateKFE	0.332187
K. pneumoniae	beta_lactam	stateLJC	0.225645
K. pneumoniae	beta_lactam	stateLMH	0.105041
K. pneumoniae	beta_lactam	stateLWR	0.342291
K. pneumoniae	beta_lactam	stateMMO	0.12878
K. pneumoniae	beta_lactam	stateNWF	0.159216
K. pneumoniae	beta_lactam	stateOUP	0.095351
K. pneumoniae	beta_lactam	statePIO	0.310368
K. pneumoniae	beta_lactam	statePJJ	0.053661
K. pneumoniae	beta_lactam	stateRHV	0.206923
K. pneumoniae	beta_lactam	stateSHP	0.169873
K. pneumoniae	beta_lactam	stateSLZ	0.39962
K. pneumoniae	beta_lactam	stateSNB	0.304339
K. pneumoniae	beta_lactam	stateSTP	0.113612
K. pneumoniae	beta_lactam	stateTGK	0.078379
K. pneumoniae	beta_lactam	stateTMR	0.249522
K. pneumoniae	beta_lactam	stateTOE	0.07869
K. pneumoniae	beta_lactam	stateUEQ	0.135
K. pneumoniae	beta_lactam	stateUMX	0.278151
K. pneumoniae	beta_lactam	stateVIE	0.124371
K. pneumoniae	beta_lactam	stateVUS	0.38435
K. pneumoniae	beta_lactam	stateWFM	0.1
K. pneumoniae	beta_lactam	stateWPV	0.281417
K. pneumoniae	beta_lactam	stateXYX	0.307038
K. pneumoniae	beta_lactam	stateYJD	0.356667
K. pneumoniae	beta_lactam	stateYUW	0.13462
K. pneumoniae	beta_lactam	stateYVE	0.254317
K. pneumoniae	beta_lactam	stateZWS	0.329988
K. pneumoniae	cephalosporin	stateBFU	0.076039
K. pneumoniae	cephalosporin	stateCCZ	0.064526
K. pneumoniae	cephalosporin	stateCUX	0.042212
K. pneumoniae	cephalosporin	stateCWD	0.032781
K. pneumoniae	cephalosporin	stateCYL	0.070007
K. pneumoniae	cephalosporin	stateELN	0.036783
K. pneumoniae	cephalosporin	stateEPB	0.128807
K. pneumoniae	cephalosporin	stateERZ	0.295
K. pneumoniae	cephalosporin	stateEVG	0.069198
K. pneumoniae	cephalosporin	stateGKW	0.032528
K. pneumoniae	cephalosporin	stateHMP	0.148
K. pneumoniae	cephalosporin	stateHQX	0.042399
K. pneumoniae	cephalosporin	stateIJE	0.075836
K. pneumoniae	cephalosporin	stateIWK	0.154905
K. pneumoniae	cephalosporin	stateJBF	0.051176
K. pneumoniae	cephalosporin	stateKFE	0.032056
K. pneumoniae	cephalosporin	stateLJC	0.096695
K. pneumoniae	cephalosporin	stateLMH	0.015093
K. pneumoniae	cephalosporin	stateLWR	0.097906000000000007
K. pneumoniae	cephalosporin	stateMMO	0.068457
K. pneumoniae	cephalosporin	stateNWF	0.151819
K. pneumoniae	cephalosporin	stateOUP	0.047355
K. pneumoniae	cephalosporin	statePIO	0.038669
K. pneumoniae	cephalosporin	statePJJ	0.058796
K. pneumoniae	cephalosporin	stateQES	0.33
K. pneumoniae	cephalosporin	stateRHV	0.059119
K. pneumoniae	cephalosporin	stateSHP	0.070317
K. pneumoniae	cephalosporin	stateSLZ	0.092659
K. pneumoniae	cephalosporin	stateSNB	0.055821
K. pneumoniae	cephalosporin	stateSTP	0.035874
K. pneumoniae	cephalosporin	stateTGK	0.065375
K. pneumoniae	cephalosporin	stateTMR	0.017536
K. pneumoniae	cephalosporin	stateTOE	0.017455
K. pneumoniae	cephalosporin	stateUEQ	0.07
K. pneumoniae	cephalosporin	stateUMX	0.08971
K. pneumoniae	cephalosporin	stateVIE	0.035255
K. pneumoniae	cephalosporin	stateVUS	0.01122
K. pneumoniae	cephalosporin	stateWFM	0.043333000000000003
K. pneumoniae	cephalosporin	stateWPV	0.094568
K. pneumoniae	cephalosporin	stateXYX	0.07243
K. pneumoniae	cephalosporin	stateYJD	0.006667
K. pneumoniae	cephalosporin	stateYUW	0.045499
K. pneumoniae	cephalosporin	stateYVE	0.080336
K. pneumoniae	cephalosporin	stateZWS	0.096444
K. pneumoniae	nitrofurantoin	stateBFU	0.569912
K. pneumoniae	nitrofurantoin	stateCCZ	0.648052
K. pneumoniae	nitrofurantoin	stateCUX	0.404654
K. pneumoniae	nitrofurantoin	stateCWD	0.654649
K. pneumoniae	nitrofurantoin	stateCYL	0.585152
K. pneumoniae	nitrofurantoin	stateELN	0.453101
K. pneumoniae	nitrofurantoin	stateEPB	0.61849
K. pneumoniae	nitrofurantoin	stateERZ	0.41
K. pneumoniae	nitrofurantoin	stateEVG	0.228581
K. pneumoniae	nitrofurantoin	stateGKW	0.566734
K. pneumoniae	nitrofurantoin	stateHQX	0.624102
K. pneumoniae	nitrofurantoin	stateIJE	0.495657
K. pneumoniae	nitrofurantoin	stateIWK	0.764905
K. pneumoniae	nitrofurantoin	stateJBF	0.529802
K. pneumoniae	nitrofurantoin	stateKFE	0.605084
K. pneumoniae	nitrofurantoin	stateLJC	0.554189
K. pneumoniae	nitrofurantoin	stateLMH	0.654274
K. pneumoniae	nitrofurantoin	stateLWR	0.471231
K. pneumoniae	nitrofurantoin	stateMMO	0.713535
K. pneumoniae	nitrofurantoin	stateNWF	0.700833
K. pneumoniae	nitrofurantoin	stateOUP	0.609329
K. pneumoniae	nitrofurantoin	statePIO	0.364264
K. pneumoniae	nitrofurantoin	statePJJ	0.630968
K. pneumoniae	nitrofurantoin	stateQES	0.78
K. pneumoniae	nitrofurantoin	stateRHV	0.69
K. pneumoniae	nitrofurantoin	stateSHP	0.656837
K. pneumoniae	nitrofurantoin	stateSLZ	0.720893
K. pneumoniae	nitrofurantoin	stateSNB	0.683393
K. pneumoniae	nitrofurantoin	stateSTP	0.633021
K. pneumoniae	nitrofurantoin	stateTGK	0.670672
K. pneumoniae	nitrofurantoin	stateTMR	0.711981
K. pneumoniae	nitrofurantoin	stateTOE	0.544077
K. pneumoniae	nitrofurantoin	stateUMX	0.696898
K. pneumoniae	nitrofurantoin	stateVIE	0.602356
K. pneumoniae	nitrofurantoin	stateVUS	0.706585
K. pneumoniae	nitrofurantoin	stateWPV	0.611082
K. pneumoniae	nitrofurantoin	stateXYX	0.61135
K. pneumoniae	nitrofurantoin	stateYJD	0.53
K. pneumoniae	nitrofurantoin	stateYUW	0.426265
K. pneumoniae	nitrofurantoin	stateYVE	0.589094
K. pneumoniae	nitrofurantoin	stateZWS	0.589929
K. pneumoniae	quinolone	stateBFU	0.058822
K. pneumoniae	quinolone	stateCCZ	0.046952
K. pneumoniae	quinolone	stateCUX	0.029551
K. pneumoniae	quinolone	stateCWD	0.033254
K. pneumoniae	quinolone	stateCYL	0.061883
K. pneumoniae	quinolone	stateELN	0.035321
K. pneumoniae	quinolone	stateEPB	0.093487
K. pneumoniae	quinolone	stateERZ	0.04
K. pneumoniae	quinolone	stateEVG	0.045575
K. pneumoniae	quinolone	stateGKW	0.028481
K. pneumoniae	quinolone	stateHMP	0.09
K. pneumoniae	quinolone	stateHQX	0.020194
K. pneumoniae	quinolone	stateIJE	0.073946
K. pneumoniae	quinolone	stateIWK	0.130328
K. pneumoniae	quinolone	stateJBF	0.022661
K. pneumoniae	quinolone	stateKFE	0.023225
K. pneumoniae	quinolone	stateLJC	0.066538
K. pneumoniae	quinolone	stateLMH	0.018789
K. pneumoniae	quinolone	stateLWR	0.083744
K. pneumoniae	quinolone	stateMMO	0.03817
K. pneumoniae	quinolone	stateNWF	0.144561
K. pneumoniae	quinolone	stateOUP	0.062678
K. pneumoniae	quinolone	statePIO	0.029394
K. pneumoniae	quinolone	statePJJ	0.052558
K. pneumoniae	quinolone	stateQES	0.33
K. pneumoniae	quinolone	stateRHV	0.061122
K. pneumoniae	quinolone	stateSHP	0.047936
K. pneumoniae	quinolone	stateSLZ	0.068937
