source	data	state_id	drug_group	first_use	repeat_use
marketscan	main	stateIJE	nitrofurantoin	0.015354	0.005835
marketscan	main	stateIJE	overall	0.37967	0.428681
marketscan	main	stateIJE	quinolone	0.08352	0.028087
marketscan	main	stateIJE	tetracycline	0.042218	0.035694
marketscan	main	stateIJE	tmpsmx	0.041271	0.013042
marketscan	main	stateIWK	beta_lactam	0.160723	0.066327
marketscan	main	stateIWK	cephalosporin	0.062943	0.018463
marketscan	main	stateIWK	macrolide	0.126761	0.045249
marketscan	main	stateIWK	nitrofurantoin	0.013749	0.004948
marketscan	main	stateIWK	overall	0.345925	0.360589
marketscan	main	stateIWK	quinolone	0.069756	0.02199
marketscan	main	stateIWK	tetracycline	0.035806	0.036556
marketscan	main	stateIWK	tmpsmx	0.032237	0.011005
marketscan	main	stateJBF	beta_lactam	0.140355	0.0508
marketscan	main	stateJBF	cephalosporin	0.064061	0.017179
marketscan	main	stateJBF	macrolide	0.109936	0.036107
marketscan	main	stateJBF	nitrofurantoin	0.014103	0.005034
marketscan	main	stateJBF	overall	0.307702	0.295921
marketscan	main	stateJBF	quinolone	0.052303	0.015469
marketscan	main	stateJBF	tetracycline	0.02995	0.035688
marketscan	main	stateJBF	tmpsmx	0.023426	0.009214
marketscan	main	stateKFE	beta_lactam	0.179147	0.075493
marketscan	main	stateKFE	cephalosporin	0.08722	0.027272
marketscan	main	stateKFE	macrolide	0.117852	0.040998
marketscan	main	stateKFE	nitrofurantoin	0.017818	0.008508
marketscan	main	stateKFE	overall	0.35561	0.385794
marketscan	main	stateKFE	quinolone	0.058551	0.018499
marketscan	main	stateKFE	tetracycline	0.030585	0.036467
marketscan	main	stateKFE	tmpsmx	0.029365	0.01363
marketscan	main	stateKPQ	beta_lactam	0.127026	0.063929
marketscan	main	stateKPQ	cephalosporin	0.076692	0.029207
marketscan	main	stateKPQ	macrolide	0.110913	0.05072
marketscan	main	stateKPQ	nitrofurantoin	0.008953	0.004878
marketscan	main	stateKPQ	overall	0.274103	0.371699
marketscan	main	stateKPQ	quinolone	0.058314	0.024614
marketscan	main	stateKPQ	tetracycline	0.022191	0.023807
marketscan	main	stateKPQ	tmpsmx	0.031934	0.012625
marketscan	main	stateLJC	beta_lactam	0.111628	0.043457
marketscan	main	stateLJC	cephalosporin	0.050377	0.015472
marketscan	main	stateLJC	macrolide	0.098992	0.036841
marketscan	main	stateLJC	nitrofurantoin	0.010871	0.004568
marketscan	main	stateLJC	overall	0.262483	0.26897
marketscan	main	stateLJC	quinolone	0.052546	0.016415
marketscan	main	stateLJC	tetracycline	0.031502	0.032301
marketscan	main	stateLJC	tmpsmx	0.019156	0.007328
marketscan	main	stateLMH	beta_lactam	0.115489	0.038669
marketscan	main	stateLMH	cephalosporin	0.0427	0.010883
marketscan	main	stateLMH	macrolide	0.090512	0.027407
marketscan	main	stateLMH	nitrofurantoin	0.010376	0.005051
marketscan	main	stateLMH	overall	0.268112	0.243037
marketscan	main	stateLMH	quinolone	0.045817	0.013603
marketscan	main	stateLMH	tetracycline	0.030118	0.040629
marketscan	main	stateLMH	tmpsmx	0.028907	0.010988
marketscan	main	stateLWR	beta_lactam	0.137287	0.048351
marketscan	main	stateLWR	cephalosporin	0.06033	0.015527
marketscan	main	stateLWR	macrolide	0.1207	0.045709
marketscan	main	stateLWR	nitrofurantoin	0.012613	0.004991
marketscan	main	stateLWR	overall	0.306097	0.307337
marketscan	main	stateLWR	quinolone	0.062929	0.020892
marketscan	main	stateLWR	tetracycline	0.024746	0.025608
marketscan	main	stateLWR	tmpsmx	0.025343	0.008407
marketscan	main	stateMMO	beta_lactam	0.165837	0.062831
marketscan	main	stateMMO	cephalosporin	0.073235	0.020117
marketscan	main	stateMMO	macrolide	0.132799	0.044931
marketscan	main	stateMMO	nitrofurantoin	0.014759	0.005504
marketscan	main	stateMMO	overall	0.350177	0.35739
marketscan	main	stateMMO	quinolone	0.066235	0.020086
marketscan	main	stateMMO	tetracycline	0.029381	0.032651
marketscan	main	stateMMO	tmpsmx	0.029531	0.00967
marketscan	main	stateNWF	beta_lactam	0.145989	0.067817
marketscan	main	stateNWF	cephalosporin	0.06042	0.018912
marketscan	main	stateNWF	macrolide	0.116788	0.045349
marketscan	main	stateNWF	nitrofurantoin	0.009278	0.003955
marketscan	main	stateNWF	overall	0.310909	0.340653
marketscan	main	stateNWF	quinolone	0.059805	0.020143
marketscan	main	stateNWF	tetracycline	0.031676	0.031831
marketscan	main	stateNWF	tmpsmx	0.027926	0.011672
marketscan	main	stateOUP	beta_lactam	0.122668	0.044513
marketscan	main	stateOUP	cephalosporin	0.05534	0.0154
marketscan	main	stateOUP	macrolide	0.107298	0.035182
marketscan	main	stateOUP	nitrofurantoin	0.013429	0.005475
marketscan	main	stateOUP	overall	0.292766	0.290958
marketscan	main	stateOUP	quinolone	0.050558	0.015247
marketscan	main	stateOUP	tetracycline	0.032504	0.044599
marketscan	main	stateOUP	tmpsmx	0.030312	0.011198
marketscan	main	stateOYK	beta_lactam	0.102094	0.039522
marketscan	main	stateOYK	cephalosporin	0.036925	0.010573
marketscan	main	stateOYK	macrolide	0.079428	0.027555
marketscan	main	stateOYK	nitrofurantoin	0.008073	0.003126
marketscan	main	stateOYK	overall	0.22611	0.212738
marketscan	main	stateOYK	quinolone	0.039444	0.012164
marketscan	main	stateOYK	tetracycline	0.027386	0.025088
marketscan	main	stateOYK	tmpsmx	0.020231	0.007239
marketscan	main	statePIO	beta_lactam	0.131355	0.046789
marketscan	main	statePIO	cephalosporin	0.046152	0.011438
marketscan	main	statePIO	macrolide	0.122027	0.040353
marketscan	main	statePIO	nitrofurantoin	0.01219	0.004787
marketscan	main	statePIO	overall	0.319951	0.278363
marketscan	main	statePIO	quinolone	0.052615	0.01584
marketscan	main	statePIO	tetracycline	0.039874	0.031366
marketscan	main	statePIO	tmpsmx	0.032604	0.010924
marketscan	main	statePJJ	beta_lactam	0.170601	0.072904
marketscan	main	statePJJ	cephalosporin	0.095996	0.031214
marketscan	main	statePJJ	macrolide	0.161384	0.062521
marketscan	main	statePJJ	nitrofurantoin	0.015451	0.006928
marketscan	main	statePJJ	overall	0.392384	0.478505
marketscan	main	statePJJ	quinolone	0.083142	0.029876
marketscan	main	statePJJ	tetracycline	0.03761	0.03373
marketscan	main	statePJJ	tmpsmx	0.052299	0.017232
marketscan	main	stateQES	beta_lactam	0.152039	0.065014
marketscan	main	stateQES	cephalosporin	0.0631	0.019158
marketscan	main	stateQES	macrolide	0.133238	0.049852
marketscan	main	stateQES	nitrofurantoin	0.011275	0.003701
marketscan	main	stateQES	overall	0.333614	0.346566
marketscan	main	stateQES	quinolone	0.073841	0.02391
marketscan	main	stateQES	tetracycline	0.029449	0.029424
marketscan	main	stateQES	tmpsmx	0.019192	0.006987
marketscan	main	stateRHV	beta_lactam	0.172371	0.074546
marketscan	main	stateRHV	cephalosporin	0.11082	0.039983
marketscan	main	stateRHV	macrolide	0.193584	0.083772
marketscan	main	stateRHV	nitrofurantoin	0.018931	0.007225
marketscan	main	stateRHV	overall	0.435202	0.556084
marketscan	main	stateRHV	quinolone	0.095941	0.036913
marketscan	main	stateRHV	tetracycline	0.047986	0.027875
marketscan	main	stateRHV	tmpsmx	0.063056	0.018284
marketscan	main	stateSHP	beta_lactam	0.162564	0.066525
marketscan	main	stateSHP	cephalosporin	0.079638	0.024731
marketscan	main	stateSHP	macrolide	0.139026	0.049401
marketscan	main	stateSHP	nitrofurantoin	0.016618	0.007011
marketscan	main	stateSHP	overall	0.368999	0.408684
marketscan	main	stateSHP	quinolone	0.078434	0.026103
marketscan	main	stateSHP	tetracycline	0.042383	0.036315
marketscan	main	stateSHP	tmpsmx	0.036541	0.012395
marketscan	main	stateSLZ	beta_lactam	0.142442	0.064245
marketscan	main	stateSLZ	cephalosporin	0.079558	0.02952
marketscan	main	stateSLZ	macrolide	0.158427	0.069025
marketscan	main	stateSLZ	nitrofurantoin	0.014367	0.00739
marketscan	main	stateSLZ	overall	0.346724	0.456577
marketscan	main	stateSLZ	quinolone	0.073712	0.027401
marketscan	main	stateSLZ	tetracycline	0.039888	0.027191
marketscan	main	stateSLZ	tmpsmx	0.052716	0.017419
marketscan	main	stateSNB	beta_lactam	0.160278	0.065718
marketscan	main	stateSNB	cephalosporin	0.083497	0.027828
marketscan	main	stateSNB	macrolide	0.135782	0.049918
marketscan	main	stateSNB	nitrofurantoin	0.015089	0.006205
marketscan	main	stateSNB	overall	0.357147	0.400618
marketscan	main	stateSNB	quinolone	0.069492	0.022207
marketscan	main	stateSNB	tetracycline	0.037355	0.036103
marketscan	main	stateSNB	tmpsmx	0.035085	0.01321
marketscan	main	stateSTP	beta_lactam	0.12622	0.056372
marketscan	main	stateSTP	cephalosporin	0.073819	0.026558
marketscan	main	stateSTP	macrolide	0.107233	0.044611
marketscan	main	stateSTP	nitrofurantoin	0.009106	0.004086
marketscan	main	stateSTP	overall	0.282536	0.334443
marketscan	main	stateSTP	quinolone	0.05305	0.018949
marketscan	main	stateSTP	tetracycline	0.027188	0.027371
marketscan	main	stateSTP	tmpsmx	0.030257	0.012161
marketscan	main	stateTGK	beta_lactam	0.107966	0.034036
marketscan	main	stateTGK	cephalosporin	0.048405	0.011659
marketscan	main	stateTGK	macrolide	0.110352	0.036253
marketscan	main	stateTGK	nitrofurantoin	0.013408	0.004473
marketscan	main	stateTGK	overall	0.27461	0.242825
marketscan	main	stateTGK	quinolone	0.052713	0.015019
marketscan	main	stateTGK	tetracycline	0.022248	0.024649
marketscan	main	stateTGK	tmpsmx	0.02871	0.007543
marketscan	main	stateTMR	beta_lactam	0.134414	0.05707
marketscan	main	stateTMR	cephalosporin	0.054252	0.018679
marketscan	main	stateTMR	macrolide	0.101109	0.033464
marketscan	main	stateTMR	nitrofurantoin	0.009587	0.003764
marketscan	main	stateTMR	overall	0.28494	0.28585700000000003
marketscan	main	stateTMR	quinolone	0.046052	0.012931
marketscan	main	stateTMR	tetracycline	0.027428	0.034366
marketscan	main	stateTMR	tmpsmx	0.024251	0.013431
marketscan	main	stateTOE	beta_lactam	0.144439	0.053558
marketscan	main	stateTOE	cephalosporin	0.07062	0.020566
marketscan	main	stateTOE	macrolide	0.104588	0.033421
marketscan	main	stateTOE	nitrofurantoin	0.013596	0.006804
marketscan	main	stateTOE	overall	0.315095	0.319416
marketscan	main	stateTOE	quinolone	0.052655	0.016899
marketscan	main	stateTOE	tetracycline	0.032385	0.039253
marketscan	main	stateTOE	tmpsmx	0.032108	0.013618
marketscan	main	stateUEQ	beta_lactam	0.198941	0.088159
marketscan	main	stateUEQ	cephalosporin	0.080521	0.02432
marketscan	main	stateUEQ	macrolide	0.156313	0.05817
marketscan	main	stateUEQ	nitrofurantoin	0.015956	0.005223
marketscan	main	stateUEQ	overall	0.415087	0.452569
marketscan	main	stateUEQ	quinolone	0.087235	0.029643
marketscan	main	stateUEQ	tetracycline	0.037197	0.030131
marketscan	main	stateUEQ	tmpsmx	0.040809	0.015038
marketscan	main	stateUMX	beta_lactam	0.102328	0.034375
marketscan	main	stateUMX	cephalosporin	0.044252	0.010961
marketscan	main	stateUMX	macrolide	0.090624	0.030289
marketscan	main	stateUMX	nitrofurantoin	0.011579	0.004321
marketscan	main	stateUMX	overall	0.244748	0.230235
marketscan	main	stateUMX	quinolone	0.049214	0.015142
marketscan	main	stateUMX	tetracycline	0.02444	0.025474
marketscan	main	stateUMX	tmpsmx	0.024163	0.007821
marketscan	main	stateUWX	beta_lactam	0.155375	0.065212
marketscan	main	stateUWX	cephalosporin	0.096745	0.034176
marketscan	main	stateUWX	macrolide	0.152066	0.060084
marketscan	main	stateUWX	nitrofurantoin	0.012624	0.005736
marketscan	main	stateUWX	overall	0.375224	0.453356
marketscan	main	stateUWX	quinolone	0.076697	0.027198
marketscan	main	stateUWX	tetracycline	0.042183	0.032285
marketscan	main	stateUWX	tmpsmx	0.051877	0.016322
marketscan	main	stateVIE	beta_lactam	0.119628	0.048839
marketscan	main	stateVIE	cephalosporin	0.045695	0.013172
marketscan	main	stateVIE	macrolide	0.096353	0.032723
marketscan	main	stateVIE	nitrofurantoin	0.009075	0.003646
marketscan	main	stateVIE	overall	0.261916	0.262319
marketscan	main	stateVIE	quinolone	0.046593999999999997	0.013975
marketscan	main	stateVIE	tetracycline	0.026964	0.033742
marketscan	main	stateVIE	tmpsmx	0.023515	0.010316
marketscan	main	stateVUS	beta_lactam	0.10164	0.041229
marketscan	main	stateVUS	cephalosporin	0.039552	0.010977
marketscan	main	stateVUS	macrolide	0.08906	0.028613
marketscan	main	stateVUS	nitrofurantoin	0.008632	0.003657
marketscan	main	stateVUS	overall	0.244216	0.217932
marketscan	main	stateVUS	quinolone	0.040138	0.014776
marketscan	main	stateVUS	tetracycline	0.027875	0.024673
marketscan	main	stateVUS	tmpsmx	0.022709	0.008617
marketscan	main	stateWFM	beta_lactam	0.118504	0.043744
marketscan	main	stateWFM	cephalosporin	0.048895	0.012497
marketscan	main	stateWFM	macrolide	0.109338	0.039536
marketscan	main	stateWFM	nitrofurantoin	0.010664999999999999	0.004644
marketscan	main	stateWFM	overall	0.265822	0.26518
marketscan	main	stateWFM	quinolone	0.04486	0.014231
marketscan	main	stateWFM	tetracycline	0.026849	0.025674
marketscan	main	stateWFM	tmpsmx	0.023826	0.00774
marketscan	main	stateWPV	beta_lactam	0.127314	0.045029
marketscan	main	stateWPV	cephalosporin	0.054288	0.014432
marketscan	main	stateWPV	macrolide	0.129482	0.046256
marketscan	main	stateWPV	nitrofurantoin	0.01131	0.004206
marketscan	main	stateWPV	overall	0.310618	0.310543
marketscan	main	stateWPV	quinolone	0.0702	0.022158
marketscan	main	stateWPV	tetracycline	0.032112	0.026626
marketscan	main	stateWPV	tmpsmx	0.028835	0.008915
marketscan	main	stateXYX	beta_lactam	0.161113	0.070188
marketscan	main	stateXYX	cephalosporin	0.084372	0.028594
marketscan	main	stateXYX	macrolide	0.140768	0.055974
marketscan	main	stateXYX	nitrofurantoin	0.013097	0.00535
marketscan	main	stateXYX	overall	0.364967	0.419988
marketscan	main	stateXYX	quinolone	0.069821	0.023896
marketscan	main	stateXYX	tetracycline	0.037213	0.03839
marketscan	main	stateXYX	tmpsmx	0.040823	0.015357
marketscan	main	stateYJD	beta_lactam	0.146197	0.060509
marketscan	main	stateYJD	cephalosporin	0.076294	0.023313
marketscan	main	stateYJD	macrolide	0.131442	0.048871
marketscan	main	stateYJD	nitrofurantoin	0.01183	0.004871
marketscan	main	stateYJD	overall	0.318324	0.353083
marketscan	main	stateYJD	quinolone	0.052122	0.017844
marketscan	main	stateYJD	tetracycline	0.027277	0.028722
marketscan	main	stateYJD	tmpsmx	0.032188	0.009926
marketscan	main	stateYUW	beta_lactam	0.153969	0.071232
marketscan	main	stateYUW	cephalosporin	0.09212	0.036604
marketscan	main	stateYUW	macrolide	0.12063	0.04339
marketscan	main	stateYUW	nitrofurantoin	0.011	0.004519
marketscan	main	stateYUW	overall	0.336237	0.395457
marketscan	main	stateYUW	quinolone	0.062118	0.020595
marketscan	main	stateYUW	tetracycline	0.030486	0.034132
marketscan	main	stateYUW	tmpsmx	0.036877	0.014024
marketscan	main	stateYVE	beta_lactam	0.13921	0.063104
marketscan	main	stateYVE	cephalosporin	0.058296	0.018713
marketscan	main	stateYVE	macrolide	0.123337	0.050688
marketscan	main	stateYVE	nitrofurantoin	0.01074	0.004053
marketscan	main	stateYVE	overall	0.307164	0.338967
marketscan	main	stateYVE	quinolone	0.068567	0.02458
marketscan	main	stateYVE	tetracycline	0.028612	0.026386
marketscan	main	stateYVE	tmpsmx	0.021255	0.008589
marketscan	main	stateYWF	beta_lactam	0.139624	0.06657
marketscan	main	stateYWF	cephalosporin	0.073189	0.026857
marketscan	main	stateYWF	macrolide	0.11832	0.046242
marketscan	main	stateYWF	nitrofurantoin	0.008353	0.003389
marketscan	main	stateYWF	overall	0.304033	0.335797
marketscan	main	stateYWF	quinolone	0.050686	0.014703
marketscan	main	stateYWF	tetracycline	0.023997	0.028046
marketscan	main	stateYWF	tmpsmx	0.02656	0.013292
marketscan	main	stateZWS	beta_lactam	0.1411	0.059563
marketscan	main	stateZWS	cephalosporin	0.065257	0.019918
marketscan	main	stateZWS	macrolide	0.125682	0.05008
marketscan	main	stateZWS	nitrofurantoin	0.011032	0.004608
marketscan	main	stateZWS	overall	0.317591	0.352713
marketscan	main	stateZWS	quinolone	0.060174	0.019959
marketscan	main	stateZWS	tetracycline	0.031967	0.032981
marketscan	main	stateZWS	tmpsmx	0.034618	0.013365
marketscan	multiyear	stateBFU	beta_lactam	0.352507	0.357641
marketscan	multiyear	stateBFU	cephalosporin	0.162615	0.083353
marketscan	multiyear	stateBFU	macrolide	0.338708	0.302447
marketscan	multiyear	stateBFU	nitrofurantoin	0.03217	0.019495
marketscan	multiyear	stateBFU	overall	0.640032	1.857521
marketscan	multiyear	stateBFU	quinolone	0.152026	0.114721
marketscan	multiyear	stateBFU	tetracycline	0.095548	0.217248
marketscan	multiyear	stateBFU	tmpsmx	0.095949	0.070116
marketscan	multiyear	stateCCZ	beta_lactam	0.448667	0.702875
marketscan	multiyear	stateCCZ	cephalosporin	0.303605	0.31868
marketscan	multiyear	stateCCZ	macrolide	0.414308	0.597296
marketscan	multiyear	stateCCZ	nitrofurantoin	0.042983	0.038019
marketscan	multiyear	stateCCZ	overall	0.701542	3.379535
marketscan	multiyear	stateCCZ	quinolone	0.247817	0.255667
marketscan	multiyear	stateCCZ	tetracycline	0.115221	0.206246
marketscan	multiyear	stateCCZ	tmpsmx	0.156126	0.108362
marketscan	multiyear	stateCUX	beta_lactam	0.415007	0.563244
marketscan	multiyear	stateCUX	cephalosporin	0.200798	0.149409
marketscan	multiyear	stateCUX	macrolide	0.366532	0.440606
marketscan	multiyear	stateCUX	nitrofurantoin	0.04047	0.035384
marketscan	multiyear	stateCUX	overall	0.682961	2.524664
marketscan	multiyear	stateCUX	quinolone	0.202273	0.165397
marketscan	multiyear	stateCUX	tetracycline	0.096042	0.211698
marketscan	multiyear	stateCUX	tmpsmx	0.105079	0.091784
marketscan	multiyear	stateCWD	beta_lactam	0.372885	0.45249
marketscan	multiyear	stateCWD	cephalosporin	0.250751	0.216364
marketscan	multiyear	stateCWD	macrolide	0.34150199999999997	0.407984
marketscan	multiyear	stateCWD	nitrofurantoin	0.03004	0.02166
marketscan	multiyear	stateCWD	overall	0.628933	2.467905
marketscan	multiyear	stateCWD	quinolone	0.172569	0.140237
marketscan	multiyear	stateCWD	tetracycline	0.090593	0.285059
marketscan	multiyear	stateCWD	tmpsmx	0.097549	0.096285
marketscan	multiyear	stateCYL	beta_lactam	0.473086	0.69384
marketscan	multiyear	stateCYL	cephalosporin	0.324121	0.330959
marketscan	multiyear	stateCYL	macrolide	0.469174	0.680199
marketscan	multiyear	stateCYL	nitrofurantoin	0.057313	0.056935
marketscan	multiyear	stateCYL	overall	0.780988	3.771409
marketscan	multiyear	stateCYL	quinolone	0.28559	0.304845
marketscan	multiyear	stateCYL	tetracycline	0.160012	0.2446
marketscan	multiyear	stateCYL	tmpsmx	0.176196	0.130467
marketscan	multiyear	stateELN	beta_lactam	0.218891	0.218891
marketscan	multiyear	stateELN	cephalosporin	0.098951	0.065967
marketscan	multiyear	stateELN	macrolide	0.247376	0.334333
marketscan	multiyear	stateELN	nitrofurantoin	0.024738	0.028486
marketscan	multiyear	stateELN	overall	0.445277	1.491754
marketscan	multiyear	stateELN	quinolone	0.182159	0.185907
marketscan	multiyear	stateELN	tetracycline	0.073463	0.074213
marketscan	multiyear	stateELN	tmpsmx	0.07946	0.038231
marketscan	multiyear	stateEPB	beta_lactam	0.457146	0.582407
marketscan	multiyear	stateEPB	cephalosporin	0.281277	0.241885
marketscan	multiyear	stateEPB	macrolide	0.438774	0.537116
marketscan	multiyear	stateEPB	nitrofurantoin	0.055994	0.046282
marketscan	multiyear	stateEPB	overall	0.759374	3.152995
marketscan	multiyear	stateEPB	quinolone	0.266351	0.242984
marketscan	multiyear	stateEPB	tetracycline	0.125742	0.225362
marketscan	multiyear	stateEPB	tmpsmx	0.156328	0.102939
marketscan	multiyear	stateERZ	beta_lactam	0.390649	0.510228
marketscan	multiyear	stateERZ	cephalosporin	0.245754	0.202483
marketscan	multiyear	stateERZ	macrolide	0.364944	0.43978
marketscan	multiyear	stateERZ	nitrofurantoin	0.032814	0.031842
marketscan	multiyear	stateERZ	overall	0.676924	2.627015
marketscan	multiyear	stateERZ	quinolone	0.195081	0.165044
marketscan	multiyear	stateERZ	tetracycline	0.102609	0.272639
marketscan	multiyear	stateERZ	tmpsmx	0.121773	0.103956
marketscan	multiyear	stateEVG	beta_lactam	0.381262	0.452725
marketscan	multiyear	stateEVG	cephalosporin	0.164688	0.108554
marketscan	multiyear	stateEVG	macrolide	0.303111	0.292281
marketscan	multiyear	stateEVG	nitrofurantoin	0.035802	0.027316
marketscan	multiyear	stateEVG	overall	0.655842	1.987803
marketscan	multiyear	stateEVG	quinolone	0.174253	0.123655
marketscan	multiyear	stateEVG	tetracycline	0.119316	0.212482
marketscan	multiyear	stateEVG	tmpsmx	0.090161	0.067571
marketscan	multiyear	stateGKW	beta_lactam	0.426856	0.543389
marketscan	multiyear	stateGKW	cephalosporin	0.227179	0.167497
marketscan	multiyear	stateGKW	macrolide	0.404837	0.496853
marketscan	multiyear	stateGKW	nitrofurantoin	0.036066	0.029363
marketscan	multiyear	stateGKW	overall	0.736062	2.684027
marketscan	multiyear	stateGKW	quinolone	0.209137	0.169919
marketscan	multiyear	stateGKW	tetracycline	0.106856	0.223109
marketscan	multiyear	stateGKW	tmpsmx	0.132476	0.099249
marketscan	multiyear	stateGWT	beta_lactam	0.430516	0.499791
marketscan	multiyear	stateGWT	cephalosporin	0.194633	0.113485
marketscan	multiyear	stateGWT	macrolide	0.383539	0.413784
marketscan	multiyear	stateGWT	nitrofurantoin	0.039094	0.028926
marketscan	multiyear	stateGWT	overall	0.738634	2.4495
marketscan	multiyear	stateGWT	quinolone	0.249365	0.199138
marketscan	multiyear	stateGWT	tetracycline	0.124425	0.230348
marketscan	multiyear	stateGWT	tmpsmx	0.103221	0.06477
marketscan	multiyear	stateHKT	beta_lactam	0.456778	0.628226
marketscan	multiyear	stateHKT	cephalosporin	0.34047	0.342207
marketscan	multiyear	stateHKT	macrolide	0.483482	0.686208
marketscan	multiyear	stateHKT	nitrofurantoin	0.056068	0.056391
marketscan	multiyear	stateHKT	overall	0.773545	3.82229
marketscan	multiyear	stateHKT	quinolone	0.30956	0.341672
marketscan	multiyear	stateHKT	tetracycline	0.157214	0.212798
marketscan	multiyear	stateHKT	tmpsmx	0.205994	0.14535
marketscan	multiyear	stateHMP	beta_lactam	0.301345	0.301886
marketscan	multiyear	stateHMP	cephalosporin	0.173773	0.120354
marketscan	multiyear	stateHMP	macrolide	0.284538	0.2931
marketscan	multiyear	stateHMP	nitrofurantoin	0.032705	0.026977
marketscan	multiyear	stateHMP	overall	0.572684	1.742237
marketscan	multiyear	stateHMP	quinolone	0.174207	0.138895
marketscan	multiyear	stateHMP	tetracycline	0.088789	0.130052
marketscan	multiyear	stateHMP	tmpsmx	0.098081	0.063419
marketscan	multiyear	stateHQX	beta_lactam	0.400951	0.518786
marketscan	multiyear	stateHQX	cephalosporin	0.25201	0.244974
marketscan	multiyear	stateHQX	macrolide	0.353617	0.421231
marketscan	multiyear	stateHQX	nitrofurantoin	0.036334	0.033733
marketscan	multiyear	stateHQX	overall	0.672473	2.702761
marketscan	multiyear	stateHQX	quinolone	0.205629	0.183318
marketscan	multiyear	stateHQX	tetracycline	0.126086	0.23598
marketscan	multiyear	stateHQX	tmpsmx	0.130743	0.110278
marketscan	multiyear	stateIJE	beta_lactam	0.436602	0.551487
marketscan	multiyear	stateIJE	cephalosporin	0.256634	0.214433
marketscan	multiyear	stateIJE	macrolide	0.417591	0.518389
marketscan	multiyear	stateIJE	nitrofurantoin	0.052405	0.04272
marketscan	multiyear	stateIJE	overall	0.74479	3.027682
marketscan	multiyear	stateIJE	quinolone	0.262012	0.238132
marketscan	multiyear	stateIJE	tetracycline	0.140536	0.229418
marketscan	multiyear	stateIJE	tmpsmx	0.144562	0.094642
marketscan	multiyear	stateIWK	beta_lactam	0.431062	0.54887300000000006
marketscan	multiyear	stateIWK	cephalosporin	0.207733	0.149673
marketscan	multiyear	stateIWK	macrolide	0.364535	0.399869
marketscan	multiyear	stateIWK	nitrofurantoin	0.044438	0.033703
marketscan	multiyear	stateIWK	overall	0.70908	2.546856
marketscan	multiyear	stateIWK	quinolone	0.223949	0.183368
marketscan	multiyear	stateIWK	tetracycline	0.119442	0.218711
marketscan	multiyear	stateIWK	tmpsmx	0.113234	0.07564
marketscan	multiyear	stateJBF	beta_lactam	0.376084	0.423896
marketscan	multiyear	stateJBF	cephalosporin	0.207476	0.140619
marketscan	multiyear	stateJBF	macrolide	0.324061	0.320437
marketscan	multiyear	stateJBF	nitrofurantoin	0.045113	0.034947
marketscan	multiyear	stateJBF	overall	0.64413	2.065434
marketscan	multiyear	stateJBF	quinolone	0.171022	0.123436
marketscan	multiyear	stateJBF	tetracycline	0.0927	0.206811
marketscan	multiyear	stateJBF	tmpsmx	0.080001	0.056062
marketscan	multiyear	stateKFE	beta_lactam	0.470428	0.623959
marketscan	multiyear	stateKFE	cephalosporin	0.273652	0.226281
marketscan	multiyear	stateKFE	macrolide	0.346572	0.363905
marketscan	multiyear	stateKFE	nitrofurantoin	0.056532	0.058315
marketscan	multiyear	stateKFE	overall	0.725252	2.649676
marketscan	multiyear	stateKFE	quinolone	0.190779	0.149288
marketscan	multiyear	stateKFE	tetracycline	0.100331	0.215507
marketscan	multiyear	stateKFE	tmpsmx	0.103806	0.090439
marketscan	multiyear	stateKPQ	beta_lactam	0.382152	0.626187
marketscan	multiyear	stateKPQ	cephalosporin	0.269567	0.290929
marketscan	multiyear	stateKPQ	macrolide	0.353343	0.507559
marketscan	multiyear	stateKPQ	nitrofurantoin	0.035098	0.037685
marketscan	multiyear	stateKPQ	overall	0.603889	2.935513
marketscan	multiyear	stateKPQ	quinolone	0.211279	0.236298
marketscan	multiyear	stateKPQ	tetracycline	0.087945	0.181666
marketscan	multiyear	stateKPQ	tmpsmx	0.126321	0.093409
marketscan	multiyear	stateLJC	beta_lactam	0.327947	0.384934
marketscan	multiyear	stateLJC	cephalosporin	0.178634	0.128525
marketscan	multiyear	stateLJC	macrolide	0.298151	0.344745
marketscan	multiyear	stateLJC	nitrofurantoin	0.036447	0.034037
marketscan	multiyear	stateLJC	overall	0.579086	2.002779
marketscan	multiyear	stateLJC	quinolone	0.180005	0.143835
marketscan	multiyear	stateLJC	tetracycline	0.109853	0.202317
marketscan	multiyear	stateLJC	tmpsmx	0.072213	0.049584
marketscan	multiyear	stateLMH	beta_lactam	0.337495	0.315643
marketscan	multiyear	stateLMH	cephalosporin	0.151546	0.080609
marketscan	multiyear	stateLMH	macrolide	0.28228	0.23719
marketscan	multiyear	stateLMH	nitrofurantoin	0.03365	0.031525
marketscan	multiyear	stateLMH	overall	0.621364	1.68645
marketscan	multiyear	stateLMH	quinolone	0.152561	0.102252
marketscan	multiyear	stateLMH	tetracycline	0.094448	0.229061
marketscan	multiyear	stateLMH	tmpsmx	0.099030000000000007	0.068774
marketscan	multiyear	stateLWR	beta_lactam	0.369625	0.390657
marketscan	multiyear	stateLWR	cephalosporin	0.189913	0.114945
marketscan	multiyear	stateLWR	macrolide	0.331848	0.374183
marketscan	multiyear	stateLWR	nitrofurantoin	0.039142	0.029845
marketscan	multiyear	stateLWR	overall	0.622059	2.030939
marketscan	multiyear	stateLWR	quinolone	0.189901	0.15446
marketscan	multiyear	stateLWR	tetracycline	0.076728	0.141834
